complaint_id,timestamp,fraud_type,amount_lost,mule_account_id
CMP_00651,2026-08-30 16:54:15,Investment Scam,15000,MULE_ACC_3403
CMP_00652,2026-08-09 10:15:15,Credit Card Fraud,25000,MULE_ACC_6187
CMP_00653,2026-08-18 07:08:15,Loan App Extortion,200000,MULE_ACC_1133
CMP_00654,2026-07-07 08:00:15,UPI Phishing,200000,MULE_ACC_1870
CMP_00655,2026-08-28 05:58:15,Part-time Job Scam,15000,MULE_ACC_4854
CMP_00656,2026-07-28 08:27:15,Investment Scam,100000,MULE_ACC_9931
CMP_00657,2026-07-28 07:56:15,Credit Card Fraud,100000,MULE_ACC_3527
CMP_00658,2026-07-05 00:49:15,Investment Scam,100000,MULE_ACC_8155
CMP_00659,2026-08-30 18:41:15,Part-time Job Scam,100000,MULE_ACC_3945
CMP_00660,2026-07-26 03:14:15,Loan App Extortion,100000,MULE_ACC_1121
CMP_00661,2026-08-05 04:29:15,UPI Phishing,200000,MULE_ACC_7012
CMP_00662,2026-08-10 11:47:15,Loan App Extortion,15000,MULE_ACC_3327
CMP_00663,2026-08-29 15:08:15,UPI Phishing,25000,MULE_ACC_8740
CMP_00664,2026-07-07 06:37:15,Part-time Job Scam,15000,MULE_ACC_8681
CMP_00665,2026-07-25 09:25:15,Investment Scam,50000,MULE_ACC_5738
CMP_00666,2026-08-23 14:19:15,Loan App Extortion,15000,MULE_ACC_8752
CMP_00667,2026-08-24 19:42:15,Part-time Job Scam,15000,MULE_ACC_5699
CMP_00668,2026-07-20 00:42:15,Credit Card Fraud,50000,MULE_ACC_5509
CMP_00669,2026-08-20 00:45:15,Investment Scam,100000,MULE_ACC_7058
CMP_00670,2026-07-15 12:58:15,UPI Phishing,15000,MULE_ACC_6617
CMP_00671,2026-08-21 09:52:15,Part-time Job Scam,100000,MULE_ACC_4898
CMP_00672,2026-08-14 04:51:15,Investment Scam,15000,MULE_ACC_1860
CMP_00673,2026-08-20 13:17:15,Part-time Job Scam,100000,MULE_ACC_7390
CMP_00674,2026-07-22 10:27:15,Loan App Extortion,500000,MULE_ACC_6172
CMP_00675,2026-07-26 09:42:15,Credit Card Fraud,500000,MULE_ACC_5466
CMP_00676,2026-08-14 14:28:15,Loan App Extortion,100000,MULE_ACC_4961
CMP_00677,2026-07-15 06:38:15,UPI Phishing,15000,MULE_ACC_1138
CMP_00678,2026-08-16 10:25:15,Credit Card Fraud,25000,MULE_ACC_5641
CMP_00679,2026-07-07 15:45:15,UPI Phishing,25000,MULE_ACC_2995
CMP_00680,2026-08-15 16:39:15,Investment Scam,25000,MULE_ACC_2816
CMP_00681,2026-08-13 11:02:15,Credit Card Fraud,50000,MULE_ACC_7995
CMP_00682,2026-08-21 21:27:15,UPI Phishing,100000,MULE_ACC_6450
CMP_00683,2026-07-31 22:34:15,Investment Scam,25000,MULE_ACC_7432
CMP_00684,2026-07-17 15:44:15,Credit Card Fraud,15000,MULE_ACC_8234
CMP_00685,2026-08-19 04:52:15,Part-time Job Scam,100000,MULE_ACC_1307
CMP_00686,2026-08-15 08:20:15,Part-time Job Scam,25000,MULE_ACC_6403
CMP_00687,2026-07-31 08:57:15,Loan App Extortion,500000,MULE_ACC_2148
CMP_00688,2026-08-09 14:02:15,Credit Card Fraud,50000,MULE_ACC_6463
CMP_00689,2026-07-27 13:57:15,Part-time Job Scam,50000,MULE_ACC_2318
CMP_00690,2026-07-06 08:45:15,Part-time Job Scam,25000,MULE_ACC_5896
CMP_00691,2026-07-09 16:31:15,Investment Scam,500000,MULE_ACC_4104
CMP_00692,2026-08-04 08:07:15,Part-time Job Scam,200000,MULE_ACC_6041
CMP_00693,2026-07-06 06:06:15,Part-time Job Scam,50000,MULE_ACC_1701
CMP_00694,2026-08-06 10:46:15,Loan App Extortion,200000,MULE_ACC_3440
CMP_00695,2026-07-13 11:44:15,Loan App Extortion,15000,MULE_ACC_8720
CMP_00696,2026-07-04 01:43:15,UPI Phishing,15000,MULE_ACC_6035
CMP_00697,2026-07-11 11:41:15,UPI Phishing,200000,MULE_ACC_4613
CMP_00698,2026-07-23 23:46:15,Investment Scam,200000,MULE_ACC_9943
CMP_00699,2026-08-10 01:24:15,Credit Card Fraud,15000,MULE_ACC_2978
CMP_00700,2026-07-27 13:13:15,Loan App Extortion,100000,MULE_ACC_4991
CMP_00701,2026-07-28 01:04:15,UPI Phishing,100000,MULE_ACC_2322
CMP_00702,2026-08-14 14:59:15,Part-time Job Scam,50000,MULE_ACC_7819
CMP_00703,2026-08-06 10:29:15,Loan App Extortion,25000,MULE_ACC_3859
CMP_00704,2026-07-09 16:55:15,Part-time Job Scam,50000,MULE_ACC_6699
CMP_00705,2026-08-05 23:42:15,Loan App Extortion,50000,MULE_ACC_9842
CMP_00706,2026-07-17 04:06:15,Investment Scam,25000,MULE_ACC_2846
CMP_00707,2026-08-31 21:06:15,Credit Card Fraud,500000,MULE_ACC_6966
CMP_00708,2026-08-24 10:05:15,Loan App Extortion,15000,MULE_ACC_1859
CMP_00709,2026-08-04 23:07:15,Loan App Extortion,25000,MULE_ACC_8287
CMP_00710,2026-08-16 06:17:15,Investment Scam,15000,MULE_ACC_6343
CMP_00711,2026-07-28 03:07:15,UPI Phishing,100000,MULE_ACC_8936
CMP_00712,2026-07-15 08:26:15,Investment Scam,25000,MULE_ACC_8499
CMP_00713,2026-07-11 21:47:15,Credit Card Fraud,200000,MULE_ACC_1977
CMP_00714,2026-07-30 01:51:15,Credit Card Fraud,50000,MULE_ACC_4602
CMP_00715,2026-08-30 01:39:15,UPI Phishing,200000,MULE_ACC_4763
CMP_00716,2026-08-10 11:56:15,UPI Phishing,100000,MULE_ACC_5573
CMP_00717,2026-07-24 09:40:15,Loan App Extortion,25000,MULE_ACC_3440
CMP_00718,2026-08-03 19:52:15,Part-time Job Scam,200000,MULE_ACC_1550
CMP_00719,2026-08-04 03:08:15,Part-time Job Scam,200000,MULE_ACC_1203
CMP_00720,2026-08-13 22:04:15,Investment Scam,100000,MULE_ACC_5994
CMP_00721,2026-08-02 10:52:15,Investment Scam,25000,MULE_ACC_7641
CMP_00722,2026-07-08 09:00:15,Loan App Extortion,500000,MULE_ACC_6454
CMP_00723,2026-08-12 13:39:15,Loan App Extortion,25000,MULE_ACC_2326
CMP_00724,2026-08-31 17:26:15,Part-time Job Scam,15000,MULE_ACC_2818
CMP_00725,2026-07-27 01:44:15,Loan App Extortion,200000,MULE_ACC_2097
CMP_00726,2026-08-06 23:44:15,Investment Scam,100000,MULE_ACC_4437
CMP_00727,2026-08-16 09:20:15,Credit Card Fraud,15000,MULE_ACC_2038
CMP_00728,2026-08-25 23:33:15,Loan App Extortion,500000,MULE_ACC_9714
CMP_00729,2026-08-16 22:15:15,UPI Phishing,100000,MULE_ACC_2430
CMP_00730,2026-07-10 01:20:15,Part-time Job Scam,15000,MULE_ACC_3424
CMP_00731,2026-07-05 05:29:15,Investment Scam,500000,MULE_ACC_9870
CMP_00732,2026-08-13 20:21:15,UPI Phishing,25000,MULE_ACC_2031
CMP_00733,2026-07-25 09:40:15,Part-time Job Scam,50000,MULE_ACC_6346
CMP_00734,2026-08-01 10:22:15,Credit Card Fraud,200000,MULE_ACC_3161
CMP_00735,2026-07-27 05:52:15,Credit Card Fraud,15000,MULE_ACC_3430
CMP_00736,2026-09-01 01:48:15,Investment Scam,200000,MULE_ACC_5673
CMP_00737,2026-07-18 23:05:15,Part-time Job Scam,50000,MULE_ACC_3072
CMP_00738,2026-08-17 21:45:15,Investment Scam,50000,MULE_ACC_6633
CMP_00739,2026-07-23 00:01:15,Part-time Job Scam,15000,MULE_ACC_7628
CMP_00740,2026-07-04 19:37:15,Credit Card Fraud,200000,MULE_ACC_6427
CMP_00741,2026-07-13 14:49:15,UPI Phishing,100000,MULE_ACC_6549
CMP_00742,2026-08-07 23:22:15,Loan App Extortion,15000,MULE_ACC_7580
CMP_00743,2026-07-07 15:44:15,Investment Scam,25000,MULE_ACC_9625
CMP_00744,2026-08-27 10:46:15,Loan App Extortion,500000,MULE_ACC_2431
CMP_00745,2026-08-11 12:06:15,Part-time Job Scam,500000,MULE_ACC_6915
CMP_00746,2026-07-28 07:03:15,Credit Card Fraud,50000,MULE_ACC_6651
CMP_00747,2026-07-17 19:59:15,Part-time Job Scam,100000,MULE_ACC_7809
CMP_00748,2026-08-30 09:11:15,Investment Scam,200000,MULE_ACC_2410
CMP_00749,2026-07-08 14:51:15,UPI Phishing,100000,MULE_ACC_2449
CMP_00750,2026-07-15 13:32:15,Investment Scam,500000,MULE_ACC_3243
CMP_00751,2026-08-03 21:55:15,Part-time Job Scam,50000,MULE_ACC_5979
CMP_00752,2026-08-22 20:12:15,Part-time Job Scam,50000,MULE_ACC_5917
CMP_00753,2026-07-15 12:01:15,UPI Phishing,500000,MULE_ACC_5009
CMP_00754,2026-08-11 19:26:15,Loan App Extortion,200000,MULE_ACC_8872
CMP_00755,2026-08-24 23:26:15,Credit Card Fraud,200000,MULE_ACC_1287
CMP_00756,2026-08-02 18:11:15,UPI Phishing,50000,MULE_ACC_3675
CMP_00757,2026-07-07 05:21:15,Loan App Extortion,200000,MULE_ACC_2258
CMP_00758,2026-08-11 01:37:15,Credit Card Fraud,50000,MULE_ACC_6180
CMP_00759,2026-08-07 14:25:15,Investment Scam,25000,MULE_ACC_1211
CMP_00760,2026-07-25 01:09:15,Loan App Extortion,25000,MULE_ACC_3532
CMP_00761,2026-08-17 12:57:15,Part-time Job Scam,200000,MULE_ACC_2867
CMP_00762,2026-08-31 20:33:15,Credit Card Fraud,50000,MULE_ACC_6104
CMP_00763,2026-07-15 18:22:15,Investment Scam,15000,MULE_ACC_2943
CMP_00764,2026-07-18 05:11:15,UPI Phishing,25000,MULE_ACC_3133
CMP_00765,2026-07-05 11:51:15,Investment Scam,100000,MULE_ACC_1696
CMP_00766,2026-08-09 21:33:15,UPI Phishing,15000,MULE_ACC_5145
CMP_00767,2026-08-23 00:01:15,Loan App Extortion,200000,MULE_ACC_4365
CMP_00768,2026-07-09 00:57:15,Loan App Extortion,500000,MULE_ACC_5544
CMP_00769,2026-08-12 03:35:15,UPI Phishing,200000,MULE_ACC_2119
CMP_00770,2026-08-18 02:21:15,UPI Phishing,25000,MULE_ACC_9800
CMP_00771,2026-08-03 07:47:15,Part-time Job Scam,200000,MULE_ACC_4033
CMP_00772,2026-07-31 02:35:15,UPI Phishing,25000,MULE_ACC_7677
CMP_00773,2026-07-12 11:51:15,Loan App Extortion,50000,MULE_ACC_5723
CMP_00774,2026-07-28 05:32:15,Part-time Job Scam,200000,MULE_ACC_6111
CMP_00775,2026-07-15 23:00:15,Investment Scam,100000,MULE_ACC_7020
CMP_00776,2026-07-10 08:31:15,UPI Phishing,200000,MULE_ACC_2392
CMP_00777,2026-08-20 01:07:15,Credit Card Fraud,50000,MULE_ACC_4261
CMP_00778,2026-07-18 09:49:15,Loan App Extortion,100000,MULE_ACC_5563
CMP_00779,2026-07-26 11:45:15,Part-time Job Scam,200000,MULE_ACC_7626
CMP_00780,2026-07-11 04:34:15,Investment Scam,100000,MULE_ACC_4781
CMP_00781,2026-08-04 17:04:15,Loan App Extortion,25000,MULE_ACC_7269
CMP_00782,2026-07-09 22:45:15,Part-time Job Scam,200000,MULE_ACC_9064
CMP_00783,2026-08-05 04:37:15,Loan App Extortion,50000,MULE_ACC_9856
CMP_00784,2026-08-28 23:27:15,Part-time Job Scam,100000,MULE_ACC_6153
CMP_00785,2026-08-08 17:58:15,Part-time Job Scam,50000,MULE_ACC_3689
CMP_00786,2026-08-20 23:39:15,Loan App Extortion,500000,MULE_ACC_9037
CMP_00787,2026-08-27 01:35:15,Credit Card Fraud,15000,MULE_ACC_7412
CMP_00788,2026-08-16 07:52:15,UPI Phishing,50000,MULE_ACC_6250
CMP_00789,2026-07-26 19:40:15,Part-time Job Scam,15000,MULE_ACC_6591
CMP_00790,2026-07-25 21:45:15,Investment Scam,25000,MULE_ACC_5056
CMP_00791,2026-07-11 06:13:15,Credit Card Fraud,15000,MULE_ACC_9821
CMP_00792,2026-08-05 09:20:15,Loan App Extortion,15000,MULE_ACC_8695
CMP_00793,2026-07-28 06:39:15,UPI Phishing,15000,MULE_ACC_9001
CMP_00794,2026-07-25 01:42:15,Part-time Job Scam,50000,MULE_ACC_6952
CMP_00795,2026-07-17 05:19:15,Loan App Extortion,15000,MULE_ACC_5871
CMP_00796,2026-08-27 14:09:15,Credit Card Fraud,200000,MULE_ACC_6518
CMP_00797,2026-07-31 02:25:15,Loan App Extortion,15000,MULE_ACC_5945
CMP_00798,2026-07-16 09:28:15,Part-time Job Scam,50000,MULE_ACC_9443
CMP_00799,2026-08-18 12:58:15,Investment Scam,25000,MULE_ACC_9178
CMP_00800,2026-08-24 15:57:15,Loan App Extortion,100000,MULE_ACC_1981
CMP_00801,2026-07-13 19:46:15,Part-time Job Scam,50000,MULE_ACC_8133
CMP_00802,2026-07-17 09:20:15,Credit Card Fraud,50000,MULE_ACC_3631
CMP_00803,2026-07-13 02:04:15,Part-time Job Scam,25000,MULE_ACC_6087
CMP_00804,2026-08-13 21:15:15,Investment Scam,25000,MULE_ACC_5468
CMP_00805,2026-08-08 01:44:15,UPI Phishing,15000,MULE_ACC_8960
CMP_00806,2026-08-11 05:58:15,Credit Card Fraud,15000,MULE_ACC_7668
CMP_00807,2026-07-11 14:50:15,Loan App Extortion,200000,MULE_ACC_2976
CMP_00808,2026-08-03 22:18:15,Credit Card Fraud,200000,MULE_ACC_3003
CMP_00809,2026-08-20 04:02:15,Investment Scam,100000,MULE_ACC_4571
CMP_00810,2026-07-30 04:58:15,Part-time Job Scam,200000,MULE_ACC_1916
CMP_00811,2026-08-07 09:33:15,Credit Card Fraud,500000,MULE_ACC_5036
CMP_00812,2026-07-05 17:00:15,UPI Phishing,200000,MULE_ACC_1570
CMP_00813,2026-08-13 18:26:15,Loan App Extortion,500000,MULE_ACC_2999
CMP_00814,2026-08-31 09:02:15,UPI Phishing,50000,MULE_ACC_5929
CMP_00815,2026-08-13 06:59:15,UPI Phishing,500000,MULE_ACC_7656
CMP_00816,2026-08-20 10:02:15,UPI Phishing,50000,MULE_ACC_7920
CMP_00817,2026-07-26 09:41:15,Credit Card Fraud,500000,MULE_ACC_9973
CMP_00818,2026-08-14 01:43:15,UPI Phishing,100000,MULE_ACC_3229
CMP_00819,2026-08-08 22:10:15,Loan App Extortion,25000,MULE_ACC_5089
CMP_00820,2026-08-01 11:58:15,Credit Card Fraud,500000,MULE_ACC_3187
CMP_00821,2026-07-15 22:29:15,Part-time Job Scam,50000,MULE_ACC_3980
CMP_00822,2026-07-04 21:02:15,UPI Phishing,200000,MULE_ACC_4747
CMP_00823,2026-07-29 15:30:15,Investment Scam,200000,MULE_ACC_5262
CMP_00824,2026-07-10 20:48:15,Part-time Job Scam,200000,MULE_ACC_8129
CMP_00825,2026-08-28 04:21:15,Part-time Job Scam,500000,MULE_ACC_9096
CMP_00826,2026-07-17 05:49:15,Part-time Job Scam,500000,MULE_ACC_4102
CMP_00827,2026-07-22 04:18:15,Investment Scam,200000,MULE_ACC_8388
CMP_00828,2026-07-08 20:33:15,Part-time Job Scam,25000,MULE_ACC_6296
CMP_00829,2026-08-11 04:07:15,UPI Phishing,15000,MULE_ACC_1962
CMP_00830,2026-08-11 17:54:15,UPI Phishing,200000,MULE_ACC_1745
CMP_00831,2026-07-29 17:26:15,Loan App Extortion,25000,MULE_ACC_1673
CMP_00832,2026-09-01 06:59:15,UPI Phishing,100000,MULE_ACC_3161
CMP_00833,2026-07-19 23:23:15,Part-time Job Scam,15000,MULE_ACC_3095
CMP_00834,2026-08-30 04:42:15,Credit Card Fraud,50000,MULE_ACC_9470
CMP_00835,2026-08-04 00:38:15,UPI Phishing,500000,MULE_ACC_8208
CMP_00836,2026-07-06 11:19:15,Part-time Job Scam,25000,MULE_ACC_8653
CMP_00837,2026-08-01 07:48:15,Part-time Job Scam,200000,MULE_ACC_8949
CMP_00838,2026-07-25 22:16:15,Investment Scam,50000,MULE_ACC_3959
CMP_00839,2026-08-10 02:40:15,Loan App Extortion,15000,MULE_ACC_9618
CMP_00840,2026-08-22 11:46:15,UPI Phishing,15000,MULE_ACC_6384
CMP_00841,2026-07-27 15:02:15,Investment Scam,15000,MULE_ACC_6300
CMP_00842,2026-08-02 16:20:15,Credit Card Fraud,200000,MULE_ACC_1095
CMP_00843,2026-08-19 20:01:15,Investment Scam,200000,MULE_ACC_3118
CMP_00844,2026-08-23 21:50:15,Loan App Extortion,15000,MULE_ACC_9964
CMP_00845,2026-07-19 08:08:15,Investment Scam,15000,MULE_ACC_4411
CMP_00846,2026-08-21 16:12:15,Part-time Job Scam,15000,MULE_ACC_5891
CMP_00847,2026-08-11 00:25:15,Credit Card Fraud,500000,MULE_ACC_2574
CMP_00848,2026-08-03 04:39:15,UPI Phishing,200000,MULE_ACC_7931
CMP_00849,2026-08-13 09:08:15,Credit Card Fraud,15000,MULE_ACC_9410
CMP_00850,2026-08-06 16:44:15,Credit Card Fraud,200000,MULE_ACC_2375
CMP_00851,2026-07-13 00:46:15,Loan App Extortion,50000,MULE_ACC_5073
CMP_00852,2026-07-07 21:35:15,Part-time Job Scam,15000,MULE_ACC_9366
CMP_00853,2026-08-09 04:25:15,Loan App Extortion,50000,MULE_ACC_2339
CMP_00854,2026-07-15 01:56:15,UPI Phishing,100000,MULE_ACC_1741
CMP_00855,2026-08-10 19:32:15,Loan App Extortion,500000,MULE_ACC_8371
CMP_00856,2026-07-14 22:50:15,UPI Phishing,200000,MULE_ACC_5248
CMP_00857,2026-07-10 20:13:15,Part-time Job Scam,500000,MULE_ACC_8817
CMP_00858,2026-08-12 15:26:15,Credit Card Fraud,500000,MULE_ACC_7471
CMP_00859,2026-07-10 20:47:15,Investment Scam,25000,MULE_ACC_1439
CMP_00860,2026-08-26 16:57:15,UPI Phishing,200000,MULE_ACC_4127
CMP_00861,2026-07-30 20:10:15,Part-time Job Scam,25000,MULE_ACC_3497
CMP_00862,2026-07-19 02:21:15,UPI Phishing,200000,MULE_ACC_7418
CMP_00863,2026-07-31 09:57:15,UPI Phishing,100000,MULE_ACC_5764
CMP_00864,2026-08-19 16:02:15,Investment Scam,500000,MULE_ACC_8993
CMP_00865,2026-07-24 13:07:15,Part-time Job Scam,50000,MULE_ACC_7834
CMP_00866,2026-08-01 18:30:15,Credit Card Fraud,15000,MULE_ACC_3643
CMP_00867,2026-08-05 03:40:15,Loan App Extortion,500000,MULE_ACC_6556
CMP_00868,2026-08-18 08:29:15,Part-time Job Scam,500000,MULE_ACC_6902
CMP_00869,2026-08-19 22:45:15,Investment Scam,100000,MULE_ACC_3115
CMP_00870,2026-08-23 09:34:15,Investment Scam,50000,MULE_ACC_4845
CMP_00871,2026-08-29 04:25:15,Investment Scam,500000,MULE_ACC_3598
CMP_00872,2026-07-30 23:42:15,Loan App Extortion,25000,MULE_ACC_2977
CMP_00873,2026-08-21 21:52:15,Investment Scam,200000,MULE_ACC_5382
CMP_00874,2026-07-07 10:54:15,UPI Phishing,100000,MULE_ACC_2817
CMP_00875,2026-07-06 12:09:15,Investment Scam,25000,MULE_ACC_2934
CMP_00876,2026-08-01 12:34:15,Investment Scam,500000,MULE_ACC_2626
CMP_00877,2026-08-27 02:31:15,Investment Scam,100000,MULE_ACC_1107
CMP_00878,2026-07-09 04:26:15,Credit Card Fraud,500000,MULE_ACC_7799
CMP_00879,2026-08-23 03:11:15,Part-time Job Scam,100000,MULE_ACC_7773
CMP_00880,2026-07-26 20:31:15,Loan App Extortion,25000,MULE_ACC_1162
CMP_00881,2026-08-22 01:30:15,UPI Phishing,15000,MULE_ACC_7443
CMP_00882,2026-08-18 17:59:15,Part-time Job Scam,200000,MULE_ACC_5845
CMP_00883,2026-08-19 19:23:15,Credit Card Fraud,50000,MULE_ACC_1129
CMP_00884,2026-07-29 10:44:15,Loan App Extortion,25000,MULE_ACC_9919
CMP_00885,2026-07-29 02:59:15,UPI Phishing,50000,MULE_ACC_2380
CMP_00886,2026-08-07 05:16:15,Loan App Extortion,15000,MULE_ACC_9383
CMP_00887,2026-07-04 20:59:15,Investment Scam,200000,MULE_ACC_5238
CMP_00888,2026-08-18 21:56:15,Loan App Extortion,50000,MULE_ACC_5255
CMP_00889,2026-08-01 05:39:15,Part-time Job Scam,500000,MULE_ACC_1085
CMP_00890,2026-08-18 16:45:15,Credit Card Fraud,200000,MULE_ACC_4831
CMP_00891,2026-07-12 18:27:15,UPI Phishing,200000,MULE_ACC_5057
CMP_00892,2026-08-01 23:12:15,Part-time Job Scam,500000,MULE_ACC_7974
CMP_00893,2026-08-03 02:31:15,Loan App Extortion,15000,MULE_ACC_7050
CMP_00894,2026-08-28 04:40:15,Part-time Job Scam,100000,MULE_ACC_7937
CMP_00895,2026-07-13 12:11:15,Investment Scam,100000,MULE_ACC_8499
CMP_00896,2026-07-17 10:33:15,Loan App Extortion,15000,MULE_ACC_3569
CMP_00897,2026-08-27 09:10:15,Loan App Extortion,15000,MULE_ACC_7055
CMP_00898,2026-07-27 05:26:15,Part-time Job Scam,50000,MULE_ACC_5816
CMP_00899,2026-07-29 22:02:15,Investment Scam,50000,MULE_ACC_5644
CMP_00900,2026-07-11 13:25:15,Part-time Job Scam,15000,MULE_ACC_1732
CMP_00901,2026-08-30 06:53:15,Loan App Extortion,100000,MULE_ACC_8786
CMP_00902,2026-08-02 10:45:15,Credit Card Fraud,100000,MULE_ACC_3440
CMP_00903,2026-07-18 08:24:15,Part-time Job Scam,200000,MULE_ACC_1750
CMP_00904,2026-07-05 14:43:15,Loan App Extortion,500000,MULE_ACC_6060
CMP_00905,2026-08-12 13:39:15,Investment Scam,15000,MULE_ACC_9548
CMP_00906,2026-08-15 13:14:15,Investment Scam,15000,MULE_ACC_5504
CMP_00907,2026-07-09 13:41:15,Loan App Extortion,50000,MULE_ACC_7583
CMP_00908,2026-07-31 01:29:15,Credit Card Fraud,15000,MULE_ACC_9649
CMP_00909,2026-08-07 01:21:15,Credit Card Fraud,25000,MULE_ACC_3992
CMP_00910,2026-07-13 21:42:15,UPI Phishing,50000,MULE_ACC_3973
CMP_00911,2026-07-13 10:00:15,Part-time Job Scam,50000,MULE_ACC_5225
CMP_00912,2026-08-10 03:34:15,Part-time Job Scam,200000,MULE_ACC_9264
CMP_00913,2026-08-08 09:07:15,Part-time Job Scam,100000,MULE_ACC_1473
CMP_00914,2026-08-08 14:46:15,Loan App Extortion,15000,MULE_ACC_5035
CMP_00915,2026-07-09 16:35:15,Credit Card Fraud,25000,MULE_ACC_3332
CMP_00916,2026-07-31 13:31:15,Part-time Job Scam,15000,MULE_ACC_1016
CMP_00917,2026-07-07 11:20:15,Part-time Job Scam,200000,MULE_ACC_5110
CMP_00918,2026-08-26 12:21:15,Loan App Extortion,15000,MULE_ACC_3644
CMP_00919,2026-08-16 23:56:15,Part-time Job Scam,25000,MULE_ACC_5578
CMP_00920,2026-07-25 16:19:15,Credit Card Fraud,500000,MULE_ACC_8417
CMP_00921,2026-07-17 10:41:15,Investment Scam,50000,MULE_ACC_1260
CMP_00922,2026-08-16 01:29:15,Part-time Job Scam,200000,MULE_ACC_9011
CMP_00923,2026-07-08 13:04:15,UPI Phishing,500000,MULE_ACC_8293
CMP_00924,2026-07-26 08:14:15,UPI Phishing,500000,MULE_ACC_1138
CMP_00925,2026-07-04 03:50:15,Credit Card Fraud,15000,MULE_ACC_5606
CMP_00926,2026-07-23 18:17:15,Credit Card Fraud,25000,MULE_ACC_9090
CMP_00927,2026-07-04 02:55:15,UPI Phishing,500000,MULE_ACC_7489
CMP_00928,2026-08-08 02:45:15,UPI Phishing,500000,MULE_ACC_3875
CMP_00929,2026-07-20 14:57:15,Credit Card Fraud,25000,MULE_ACC_9570
CMP_00930,2026-08-16 13:42:15,UPI Phishing,50000,MULE_ACC_8437
CMP_00931,2026-07-31 09:20:15,Part-time Job Scam,15000,MULE_ACC_9491
CMP_00932,2026-07-17 21:20:15,Part-time Job Scam,100000,MULE_ACC_9723
CMP_00933,2026-07-09 14:54:15,Part-time Job Scam,15000,MULE_ACC_4696
CMP_00934,2026-07-25 05:07:15,UPI Phishing,500000,MULE_ACC_2584
CMP_00935,2026-08-24 17:02:15,Investment Scam,50000,MULE_ACC_5102
CMP_00936,2026-08-25 06:36:15,Loan App Extortion,25000,MULE_ACC_2194
CMP_00937,2026-08-01 14:10:15,UPI Phishing,15000,MULE_ACC_1994
CMP_00938,2026-07-07 10:06:15,UPI Phishing,50000,MULE_ACC_8075
CMP_00939,2026-07-22 08:28:15,Investment Scam,15000,MULE_ACC_7735
CMP_00940,2026-07-28 10:53:15,Credit Card Fraud,100000,MULE_ACC_2659
CMP_00941,2026-07-15 23:09:15,Loan App Extortion,15000,MULE_ACC_2106
CMP_00942,2026-08-05 04:25:15,Loan App Extortion,100000,MULE_ACC_8887
CMP_00943,2026-07-07 00:22:15,Loan App Extortion,200000,MULE_ACC_8140
CMP_00944,2026-07-13 11:22:15,Credit Card Fraud,200000,MULE_ACC_6618
CMP_00945,2026-08-15 17:12:15,Loan App Extortion,15000,MULE_ACC_4889
CMP_00946,2026-07-16 02:43:15,Credit Card Fraud,25000,MULE_ACC_2120
CMP_00947,2026-08-17 06:57:15,Loan App Extortion,200000,MULE_ACC_6499
CMP_00948,2026-08-01 21:34:15,Investment Scam,25000,MULE_ACC_1060
CMP_00949,2026-08-03 19:52:15,Investment Scam,50000,MULE_ACC_7158
CMP_00950,2026-07-03 22:25:15,Investment Scam,15000,MULE_ACC_2887
CMP_00951,2026-08-31 07:05:15,Investment Scam,15000,MULE_ACC_4262
CMP_00952,2026-07-15 06:57:15,Investment Scam,200000,MULE_ACC_5029
CMP_00953,2026-07-05 17:11:15,Credit Card Fraud,100000,MULE_ACC_2818
CMP_00954,2026-08-24 07:45:15,Loan App Extortion,25000,MULE_ACC_9633
CMP_00955,2026-07-13 00:53:15,Loan App Extortion,25000,MULE_ACC_4140
CMP_00956,2026-07-31 16:18:15,Loan App Extortion,15000,MULE_ACC_4098
CMP_00957,2026-07-07 16:53:15,Loan App Extortion,50000,MULE_ACC_3071
CMP_00958,2026-07-09 11:53:15,Investment Scam,500000,MULE_ACC_2062
CMP_00959,2026-07-27 11:36:15,Credit Card Fraud,100000,MULE_ACC_3932
CMP_00960,2026-08-04 11:20:15,Loan App Extortion,200000,MULE_ACC_7569
CMP_00961,2026-08-28 03:28:15,Part-time Job Scam,25000,MULE_ACC_6013
CMP_00962,2026-08-07 22:11:15,Part-time Job Scam,15000,MULE_ACC_5834
CMP_00963,2026-08-02 12:42:15,Part-time Job Scam,50000,MULE_ACC_7981
CMP_00964,2026-07-24 04:27:15,Part-time Job Scam,15000,MULE_ACC_3942
CMP_00965,2026-08-29 22:21:15,Loan App Extortion,200000,MULE_ACC_9401
CMP_00966,2026-07-10 22:26:15,Investment Scam,15000,MULE_ACC_9946
CMP_00967,2026-07-23 19:55:15,Investment Scam,500000,MULE_ACC_5496
CMP_00968,2026-07-04 05:21:15,Part-time Job Scam,50000,MULE_ACC_7616
CMP_00969,2026-08-14 12:51:15,Investment Scam,25000,MULE_ACC_7512
CMP_00970,2026-07-18 12:40:15,Part-time Job Scam,200000,MULE_ACC_8679
CMP_00971,2026-07-31 18:29:15,Part-time Job Scam,25000,MULE_ACC_8187
CMP_00972,2026-08-28 00:22:15,Part-time Job Scam,500000,MULE_ACC_1158
CMP_00973,2026-08-16 08:51:15,Credit Card Fraud,500000,MULE_ACC_9808
CMP_00974,2026-09-01 00:12:15,Part-time Job Scam,50000,MULE_ACC_7404
CMP_00975,2026-07-28 02:33:15,Loan App Extortion,15000,MULE_ACC_6387
CMP_00976,2026-07-13 23:46:15,UPI Phishing,200000,MULE_ACC_3910
